title,theme,question,answer
Информационная безопасность,,Как защититься от кибермошенников?,"Кибермошенники обманывают людей в Интернете или по телефону. У них множество легенд и способов обмануть человека, которые всегда сводятся к одному: у человека пытаются выманить данные карты, пароли или коды из СМС, либо провоцируют самостоятельно перевести деньги. Поэтому важно помнить: никогда не сообщайте данные своей карты, пароли из СМС, не переводите деньги на счет по просьбе неизвестного абонента, кем бы он не представлялся. Также никогда не вводите эти данные на сайтах, на которые вы перешли по ссылке из письма или СМС, а еще лучше вообще не переходите на сайты по ссылкам из подозрительных писем.
Подробнее о разных видах мошенничества читайте на сайте fincult.info"
Информационная безопасность,,"Что делать, если кто-то по ошибке зачислил на мой счет деньги?","Если вам приходит СМС о зачислении средств (и сообщение похоже на привычное уведомление банка), а затем вам звонит человек, который по ошибке зачислил денеги, и просит вернуть, не спешите ничего возвращать. Такая ситуация больше похожа на мошенническую схему: скорее всего, деньги не приходили, СМС — не от вашего банка, а звонил вам злоумышленник. Проверьте состояние вашего счета, прежде чем переводить кому-то деньги, если поступление все-таки было, обратитесь в свой банк и сообщите об этом. Банк должен сам вернуть ошибочно зачисленные деньги."
Информационная безопасность,,"Что делать, если приходит сообщение о необходимости подтвердить покупку, которую я не совершал?","Если вам приходит уведомление «Подтвердите покупку» и код, а следом раздается звонок от «рассеянного» человека, который говорит, что по ошибке указал ваш телефонный номер, и просит продиктовать ему код, ни в коем случае не делайте этого. Мошенники пытаются выманить у вас данные, чтобы списать с вашего счета средства или подписать вас на ненужный платный сервис. Если вам придет сообщение о необходимости подтвердить покупку — игнорируйте его."
Информационная безопасность,,"Что делать, если мне звонят из МВД, ФСБ или других правоохранительных органов и просят данные карты или перевести деньги?","Если вам звонят из банка, полиции или другой организации и просят совершить финансовые операции по счету (перевод, зачисление, в т.ч. на «безопасный» счет и т.д.), немедленно прекратите разговор. Если есть сомнения — позвоните в свой банк и узнайте, все ли в порядке с деньгами.
Зачастую при звонке злоумышленники представляются не только «службой безопасности банка», но и «сотрудниками МВД» или других правоохранительных органов, используют разнообразные приемы, сообщают, например, о якобы проводимых в данный момент мероприятиях по поимке преступников. Будьте бдительны и не выполняйте требования позвонившего. Настоящие сотрудники правоохранительных органов или банка никогда не будут запрашивать у вас данные карты или просить перевести деньги.
Дополнительная информация — в материале «Финансовой культуры»."
Информационная безопасность,,"Мне на электронную почту пришло письмо от Банка России, в котором говорится, что на мое имя открыт крупный денежный счет в иностранном банке, и что я должен оплатить теперь комиссию за её получение. Что это?","Банк России по своей инициативе не направляет гражданам письма, не звонит и не рассылает сообщения. При получении электронных писем о поступлении на ваше имя крупной денежной суммы в иностранном банке или организации, происхождение которой вам неизвестно и/или вызывает сомнения, а также с предложением оплатить комиссию/налог/страховку и т.д. для её получения, настоятельно рекомендуем не отвечать на такие сообщения и ни в коем случае не переводить деньги, т.к. это распространенный вид мошенничества.
Также мошенники могут от имени Банка России звонить, рассылать смс/сообщения в мессенджерах с предложением получить компенсацию за купленные ранее лекарственные средства (медицинские приборы, БАДы).
Чтобы не стать жертвами злоумышленников, будьте бдительны, всегда проверяйте информацию на достоверность и не поддавайтесь на провокации.
Во всех случаях, вызывающих подозрение, немедленно обращайтесь в правоохранительные органы!"
Информационная безопасность,,"На чем играют мошенники, чтобы выманить у вас нужную им информацию?","Есть основные признаки того, что с вами разговаривает мошенник: собеседник активно использует ваше чувство страха (ваша карта заблокирована, вы можете потерять деньги, данные украдены и т.д.), собеседник давит на жажду наживы (пройдите опрос и получите вознаграждение, получите компенсацию, выплату, очень выгодные условия по кредиту или вкладу и т.д.). При этом от вас требуют срочно принять решение и совершить некоторые действия: сообщить персональные данные, проделать какие-то манипуляции с банковской картой. В противном случае вам угрожают потерей денег или возможности получить их.
Имейте в виду: даже если банк действительно зафиксировал попытку несанкционированной операции с вашего счета, он имеет право приостановить эту операцию на срок до двух суток, поэтому настоящий представитель кредитной организации не будет торопить вас принимать решение. Также вас всегда должны настораживать предложения получить легкие деньги, очень выгодные условия по кредитам или депозитам.
О распространенных схемах мошенничества, а также рекомендациях по защите от них читайте в разделе Банка России «Противодействие мошенническим практикам»."
Информационная безопасность,,Как узнать фишинговый сайт и как не стать жертвой фишинга?,"В Интернете множество фишинговых сайтов — это подделки под сайты настоящих финансовых (банков, страховых компаний и др.) или любых других организаций, которые сильно похожи на официальный сайт компании. Цель фишинговых сайтов — выманить личные и финансовые данные, которые нужны мошенникам для кражи денег.
Как правило, жертвы попадают на фишинговые сайты через ссылки, которые приходят им в письмах или СМС. Чтобы не стать жертвой фишинга, не переходите по ссылкам из подозрительных сообщений. Пользуйтесь только проверенными ресурсами. Обращайте внимание, чтобы в строке браузера рядом с названием сайта был значок замочка. Настоящие сайты финансовых организаций в некоторых поисковых системах (Яндекс и Mail.ru) помечены цветным кружком с галочкой, при наведении курсора появляется надпись о внесении в реестр ЦБ РФ.
Больше о том, как определить фишинговый сайт — в материале «Финансовой культуры»."
Информационная безопасность,,"Что делать, если банк заблокировал карту?","Во-первых, не волнуйтесь, деньги, размещенные на счете, при блокировке остаются в полной сохранности, после решения проблемы вы получите к ним доступ.
Если вы получили смс-сообщение или телефонный звонок о блокировке карты, и вас просят сообщить свои личные или финансовые данные для разблокировки, проигнорируйте эту просьбу и позвоните в банк сами по номеру телефона, который указан на оборотной стороне карты.
Для безопасности карта блокируется, если трижды за сутки неправильно введен пин-код. Как правило, в таком случае для разблокировки нужно обратиться в свой банк, либо карта будет разблокирована автоматически на следующий день или через 24 часа после блокировки. Пин-код, при необходимости, можно сменить в интернет-банке, мобильном приложении или в контакт-центре банка. Если такой возможности нет, а пин-код вспомнить вы не можете, карту придется перевыпустить.
Банки обязаны отслеживать подозрительные операции по картам своих клиентов. Поэтому карта может быть заблокирована в случае, если банк заподозрит проведение мошеннических или подозрительных операций по вашему счету, либо операций, имеющих признаки отмывания доходов. По каким бы причинам банк не приостановил работу вашей карты, в день блокировки он обязан уведомить вас о причине такого решения.
Если конкретная операция (перевод) по карте выглядят подозрительно, банк может заблокировать только ее. После этого сотрудник банка должен связаться с вами и уточнить, действительно ли вы совершали такую операцию. В случае подтверждения с вашей стороны, она будет разблокирована. Если представитель банка не сможет дозвониться до вас в течение двух рабочих дней, операция будет автоматически разблокирована.
Подробнее читайте в материале «Финансовой культуры»"
Информационная безопасность,,Должен ли банк вернуть украденные со счета деньги?,"По закону (ст. 9 «О Национальной платежной системе») банк обязан вернуть (в течение 30 дней по переводам внутри России, в течение 60 дней — по трансграничным переводам) украденные деньги, если хищение произошло не по вашей вине. Но если вы сообщили мошеннику личные и финансовые сведения (данные карты и владельца, трехзначный код с оборотной стороны карты или СМС-код) то банк не обязан возвращать украденные деньги."
Информационная безопасность,,"Что делать, если с вашей банковской карты незаконно списали деньги?","Как можно скорее позвоните в банк по номеру на обороте карты, сообщите о мошеннической операции и заблокируйте карту. Карту также можно заблокировать через приложение.
Обратитесь в отделение банка и попросите выписку по счету. Напишите заявление о несогласии с операцией. Сохраните экземпляр заявления с отметкой банка о приеме. (Банк рассмотрит заявление в течение 30 дней. Если операция была международной — в течение 60 дней.)
Обратитесь в правоохранительные органы с заявлением о хищении.

Также читайте рекомендации для владельцев пластиковых карт от «Финансовой культуры»."
Информационная безопасность,,Какую именно информацию о своей банковской карте ни в коем случае нельзя сообщать посторонним людям?,"Если кто-либо запрашивает у вас номер карты, срок действия, код проверки подлинности карты (три цифры на обратной стороне — CVV или CVC), ПИН-код, а также код из СМС для подтверждения платежей и переводов — это мошенник. Ни в коем случае не сообщайте эти данные в разговоре с незнакомым человеком.
Вы можете указывать номер карты, срок действия, код проверки подлинности карты (CVV или CVC), а также код подтверждения транзакции из СМС только при совершении покупок на проверенных и надежных сайтах — в строке браузера должен быть указан значок замочка
Никогда и никому не сообщайте информацию о ПИН-коде: ее не знает и не должен знать даже банк, в котором вы обслуживаетесь."
Информационная безопасность,,"Что делать, если вам звонит человек, представляется сотрудником банка, в котором вы обслуживаетесь, и под тем или иным предлогом просит сообщить ему данные вашей карты, код из СМС или другие персональные данные?","Настоящий сотрудник банка никогда и ни под каким предлогом не будет запрашивать у вас никакую информацию о вашей карте или персональные данные. Только в том случае, если вы сами позвонили в банк, у вас могут спросить кодовое слово, чтобы идентифицировать вас. Если вам поступил такой звонок, просто положите трубку. Если у вас есть сомнения относительно сохранности денег на вашем счете — перезвоните в свой банк по номеру телефона, указанному на вашей банковской карте или на сайте кредитной организации. Также сообщите в Интернет-приемную Банка России о номере телефона, с которого вам звонили, — он будет заблокирован.
Подробнее о мошенниках, притворяющихся сотрудниками банков и других учреждений, читайте в материале «Финансовой культуры»."
Жалобы в Банк России ,,На что можно жаловаться в Банк России?,"В Банк России можно пожаловаться, если вы считаете, что финансовая организация нарушила ваши права. Например, можно пожаловаться на невозможность оформить полис ОСАГО, на отказ в кредитных каникулах, если вы считаете его необоснованным, на отказ в возврате денег за дополнительные услуги к кредиту или займу в период охлаждения, на продажу вам не того финансового продукта, который вы хотели купить (мисселинг).
Банк России рассматривает жалобы на все легальные финансовые организации: банки, страховые компании, микрофинансовые организации, ломбарды, брокеров, биржи, негосударственные пенсионные фонды и другие. Проверить, легально ли работает финансовая организация, можно здесь.
Подробнее о том, что делать, если ваши права нарушены, — в материале «Финансовой культуры»."
Жалобы в Банк России ,,Какие жалобы на финансовые организации Банк России не рассматривает?,"Некоторые виды нарушений прав потребителей финансовых услуг находятся в компетенции федеральных органов власти. Так, жалобы на недобросовестную рекламу финансовых организаций рассматривает Федеральная антимонопольная служба, на неправомерное использование персональных данных — Роскомнадзор, на нарушения в ходе исполнительного производства — Федеральная служба судебных приставов, на предустановленные согласия на оплату страховок для пассажиров и клиентов сервисов аренды — Роспотребнадзор.
Имущественные споры граждан с финансовыми организациями разбирают суды и финансовый уполномоченный. Так, обращения по поводу размера страхового возмещения по полису ОСАГО можно направлять финансовому уполномоченному при условии, что предварительно потребитель обращался с претензией непосредственно в страховую компанию."
Жалобы в Банк России ,,Меня обманули телефонные мошенники. Куда обращаться?,"Расследованием хищений денежных средств занимаются правоохранительные органы. Если вы стали жертвой телефонных мошенников, обнаружили, что кто-то оформил заем на ваше имя, пострадали от финансовой пирамиды или другой нелегальной организации на финансовом рынке, то обращаться надо в любое отделение полиции."
Жалобы в Банк России ,,"Как пожаловаться в Банк России на банк, МФО, страховую компанию, брокера?","Подать жалобу в Банк России можно несколькими способами:

в электронной форме через Интернет-приемную;
письмом на почтовый адрес: 107016, Москва, ул. Неглинная, д. 12, Банк России;
лично через Общественную приемную Банка России в Москве (требуется предварительная запись).

Перед подачей жалобы вы можете ознакомиться с ответами на популярные вопросы и проконсультироваться со специалистами Банка России — в чате приложения «ЦБ онлайн» или по бесплатным телефонам 300 (для звонков с мобильного) и 8 (800) 300-30-00 (для звонков со стационарных телефонов). Контактный центр Банка России работает круглосуточно, без выходных."
Жалобы в Банк России ,,При регистрации обращения через Интернет-приемную мне пришло СМС-сообщение. Может ли Банк России прислать СМС-сообщение? Или это мошенники?,"С номеров CBR.RU и 300 могут направляться коды для подтверждения действий пользователя при отправке обращений через Интернет-приемную Банка России.
С номера 3000 может прийти СМС-сообщение с предложением оценить ответ на обращение, поданное через Интернет-приемную. Отправка ответных сообщений на номер 3000 для пользователей, находящихся на территории России, бесплатна."
Жалобы в Банк России ,,Почему мое обращение перенаправлено в другой город / другое подразделение Банка России?,"Ответ на обращение может прийти из подразделений Банка России в Москве, Ростове-на-Дону, Екатеринбурге и Нижнем Новгороде, а также из подразделений в других городах. Обращения могут распределяться между ними независимо от того, из какого региона они поступили. Сотрудники там обладают одинаковой квалификацией и одинаковыми возможностями по решению проблемы заявителя."
Жалобы в Банк России ,,"Я жаловался в другое ведомство. Почему мне отвечает Банк России, ведь я к вам не обращался?","Другие органы власти могут перенаправлять обращения, которые к ним поступили, в Банк России, если они затрагивают вопросы, относящиеся к его компетенции."
Жалобы в Банк России ,,Почему Банк России переслал мою жалобу на финансовую организацию в Федеральную службу судебных приставов или другой орган государственной власти?,"Если предмет жалобы не относится к компетенции Банка России, то по закону обращение должно быть перенаправлено на рассмотрение в другой государственный орган по принадлежности.

Ответ может поступить от нескольких органов власти в зависимости от поставленных в обращении вопросов."
Жалобы в Банк России ,,Как проверить статус моего обращения?,"В разделе Интернет-приемная Банка России нажмите на кнопку «Узнать статус обращения». В появившейся форме введите номер обращения и дату его регистрации (используйте номер и дату, полученные в первом уведомлении о регистрации обращения), а также адрес электронной почты. Информация о статусе поступит на этот адрес в течение нескольких минут."
Жалобы в Банк России ,,В какие сроки Банк России отвечает на обращения?,"По общему правилу Банк России направляет ответ в течение 30 календарных дней со дня регистрации обращения. В исключительных случаях, связанных с запросом документов, этот срок может быть продлен до 60 дней с обязательным уведомлением об этом заявителя.
Регистрация обращения происходит в течение трех дней. Если оно подавалось через Интернет-приемную, уведомление с регистрационным номером и датой регистрации обращения поступит на адрес электронной почты, указанный заявителем.
Если в обращении есть вопросы, решение которых не относится к компетенции Банка России, то оно в течение семи дней с даты регистрации должно быть перенаправлено в соответствующий орган или должностному лицу по компетенции."
Жалобы в Банк России ,,"Мне на электронную почту пришёл ответ на обращение в Банк России, которое я направлял через интернет-приёмную. В ответе несколько файлов, в том числе файл формата sig, который не открывается. Что это за файл и как его открыть?","В файле формата sig содержится электронная цифровая подпись, которой представитель Банка России подписал ответ на ваше обращение.
Вы можете убедиться в действительности подписи, загрузив этот файл и ответ на обращение (файл формата pdf с визуализацией электронной подписи с указанием номера сертификата, периода его действия и владельца) на Единый портал государственных услуг (раздел «Проверка электронной подписи электронного документа»).
Банк России применяет электронные подписи в соответствии с Федеральным законом от 6 апреля 2011 года № 63-ФЗ «Об электронной подписи»."
Удостоверяющий центр Банка России,,"Где организации-соискателю лицензии Банка России получить квалифицированный сертификат, необходимый для подачи документов в Банк России в электронном виде (например, для включения в государственный реестр ломбардов)?","В связи с тем, что организация, желающая подать документы в Банк России для включения в государственный реестр ломбардов, пока еще не является участником финансового рынка, создание и выдача квалифицированных сертификатов такой организации осуществляется в удостоверяющем центре ФНС России."
Удостоверяющий центр Банка России,,Сколько квалифицированных сертификатов может получить один заявитель?,Количество создаваемых и выдаваемых удостоверяющим центром Банка России квалифицированных сертификатов не ограничивается.
Удостоверяющий центр Банка России,,Сколько стоит получение квалифицированного сертификата в удостоверяющем центре Банка России?,Создание и выдача квалифицированных сертификатов для участников финансового рынка осуществляется на безвозмездной основе (пункт 1 Указания Банка России от 10.03.2021 № 5750-У).
Удостоверяющий центр Банка России,,Может ли за квалифицированным сертификатом обратиться представитель по доверенности?,"Нет, при получении квалифицированного сертификата в пункте выдачи сертификатов в территориальном учреждении Банка России необходимо личное присутствие лица, имеющего право действовать от имени юридического лица без доверенности или личное присутствие индивидуального предпринимателя.
Также есть возможность получения квалифицированного сертификата без личного присутствия с использованием личного кабинета на портале удостоверяющего центра Банка России."
Удостоверяющий центр Банка России,,Сколько времени займет выпуск квалифицированного сертификата с момента подачи документов и идентификации личности заявителя?,"Регламентный срок создания и выдачи квалифицированных сертификатов составляет не более 2 рабочих дней с момента получения ответов от государственных информационных систем в рамках проверки достоверности сведений, предоставленных заявителем (пункт 9 Указания Банка России от 10.03.2021 № 5750-У)."
Удостоверяющий центр Банка России,,Как получить квалифицированный сертификат иностранному гражданину?,"В случае если лицом, выступающим от имени участника финансового рынка, является иностранный гражданин, то подача документов и получение квалифицированного сертификата осуществляется только при личном присутствии заявителя в пункте выдачи сертификатов в территориальном учреждении Банка России.
Документы, составленные на иностранном языке, должны быть легализованы в порядке, установленном законодательством Российской Федерации, если иное не предусмотрено международными договорами, участниками которых являются Российская Федерация и страна места регистрации иностранной организации, с приложением заверенного в установленном порядке перевода на русский язык указанных документов."
Удостоверяющий центр Банка России,,"Что делать, если информация о лице, имеющем право действовать от имени организации без доверенности, скрыта и не отображается при запросе выписки из ЕГРЮЛ?","В данном случае подача документов и получение квалифицированного сертификата осуществляется при личном присутствии заявителя в пункте выдачи сертификатов в территориальном учреждении Банка России. При этом в удостоверяющий центр Банка России предоставляется оригинал или надлежащим образом заверенная копия документа, подтверждающего право заявителя действовать от имени юридического лица без доверенности."
Удостоверяющий центр Банка России,,"Что делать, если руководитель организации находится в одном субъекте РФ, а организация зарегистрирована в другом субъекте РФ?","Заявление о получении квалифицированного сертификата подается в территориальное учреждение Банка России по месту нахождения заявителя — юридического лица. Следовательно, руководителю организации необходимо лично прибыть в соответствующее территориальное учреждение Банка России по месту регистрации организации, либо воспользоваться личным кабинетом на портале УЦ Банка России для подачи заявления о получении квалифицированного сертификата онлайн (пункты 4 и 5 Указания Банка России от 10.03.2021 № 5750-У)."
Удостоверяющий центр Банка России,,"Как направить письмо о выдаче учетных данных для личного кабинета на портале удостоверяющего центра Банка России, если у организации нет учетной записи в личном кабинете участника информационного обмена?","При отсутствии возможности направления информационного письма с использованием личного кабинета участника информационного обмена, допускается направление письма в адрес территориального учреждения Банка России на бумажном носителе."
Удостоверяющий центр Банка России,,Как получить доступ к личному кабинету на портале удостоверяющего центра?,"Письмо с запросом на создание личного кабинета на портале удостоверяющего центра Банка России необходимо отправлять в территориальное учреждение Банка России по месту нахождения заявителя с использованием личного кабинета участника информационного обмена на сайте Банка России либо на бумажном носителе.
Просим не указывать в адресатах данных писем подразделения центрального аппарата Банка России, так как это может привести к задержкам, связанным с перенаправлением писем в соответствующие территориальные учреждения Банка России."
Удостоверяющий центр Банка России,,"Что делать, если при создании запроса в личном кабинете на портале удостоверяющего центра возникают ошибки, связанные с подписью документов?","При подаче документов через личный кабинет на портале удостоверяющего центра Банка России необходимо соблюдение следующих условий:

для подписи документов необходимо использовать квалифицированный сертификат, выданный аккредитованным удостоверяющим центром;
запрос на получение сертификата в формате PKCS#10 необходимо подписывать присоединенной электронной подписью;
прилагаемые документы (заявление, согласие на обработку персональных данных и др.) необходимо подписывать отсоединенной электронной подписью.

Обращаем внимание, что при личной явке в пункт выдачи сертификатов в территориальном учреждении Банка России запрос на получение сертификата предоставляется в формате PKCS#10 без электронной подписи."
Удостоверяющий центр Банка России,,"Какой электронной подписью можно подписывать документы, направляемые через личный кабинет на портале удостоверяющего центра Банка России?","Документы должны быть подписаны действующей усиленной квалифицированной электронной подписью, квалифицированный сертификат которой выдан удостоверяющим центром Банка России (для юридических лиц или ИП). Допускается также использование квалифицированного сертификата физического лица, являющегося лицом, действующим от имени организации без доверенности, полученного в любом коммерческом аккредитованном удостоверяющем центре.
Следует отметить, что недопустимо использовать для подписания документов, направляемых в удостоверяющий центр Банка России, электронную подпись, квалифицированный сертификат ключа проверки которой выдан юридическому лицу удостоверяющим центром ФНС России, «обезличенную» электронную подпись, а также электронную подпись, квалифицированный сертификат ключа проверки которой которой выдан лицу, отличному от заявителя."
